QuestionID,Question,OptionA,OptionA_Explanation,OptionB,OptionB_Explanation,OptionC,OptionC_Explanation,OptionD,OptionD_Explanation,Answer,question.sources
150,Nhà phân tích dữ liệu tập trung vào nhiệm vụ gì?,Xây dựng pipeline dữ liệu,Sai: Xây dựng pipeline thuộc kỹ sư dữ liệu.,Khám phá xu hướng và diễn giải dữ liệu,Đúng: Nhà phân tích dữ liệu tìm kiếm xu hướng và diễn giải để hỗ trợ ra quyết định.,Triển khai mô hình học máy,Sai: Triển khai mô hình thuộc kỹ sư học máy.,Thiết kế hạ tầng dữ liệu,Sai: Thiết kế hạ tầng thuộc kỹ sư dữ liệu.,B,section_1.4.csv
151,Kỹ năng nào cần thiết cho nhà phân tích dữ liệu?,Thành thạo SQL và trực quan hóa dữ liệu,"Đúng: SQL và công cụ như Tableau, Power BI là cốt lõi cho phân tích dữ liệu.",Thiết kế hệ thống ETL/ELT,Sai: Thiết kế ETL/ELT thuộc kỹ sư dữ liệu.,Xây dựng mô hình deep learning,Sai: Deep learning thuộc nhà khoa học dữ liệu.,Quản lý hạ tầng đám mây,Sai: Quản lý đám mây thuộc kỹ sư dữ liệu.,A,section_1.4.csv
152,Nhà phân tích dữ liệu sử dụng công cụ nào để trực quan hóa?,Tableau và Power BI,Đúng: Tableau và Power BI là các công cụ trực quan hóa phổ biến.,Apache Spark và Kafka,"Sai: Spark và Kafka dùng để xử lý dữ liệu, không phải trực quan hóa.",TensorFlow và Keras,Sai: TensorFlow và Keras dùng cho học máy.,Airflow và DBT,Sai: Airflow và DBT dùng để xây dựng pipeline.,A,section_1.4.csv
153,Business Data Analyst có vai trò gì?,"Hỗ trợ các phòng ban nghiệp vụ như tài chính, marketing",Đúng: Business Data Analyst phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,Xây dựng pipeline dữ liệu,Sai: Xây dựng pipeline thuộc kỹ sư dữ liệu.,Triển khai mô hình học máy,Sai: Triển khai mô hình thuộc kỹ sư học máy.,Thiết kế hạ tầng dữ liệu,Sai: Thiết kế hạ tầng thuộc kỹ sư dữ liệu.,A,section_1.4.csv
154,Product Analyst phân tích dữ liệu gì?,Hành vi người dùng trên nền tảng số,Đúng: Product Analyst tập trung vào hành vi người dùng để cải thiện sản phẩm.,Dữ liệu giao dịch ngân hàng,Sai: Giao dịch ngân hàng thuộc phân tích tài chính.,Dữ liệu thời gian thực từ IoT,Sai: Dữ liệu IoT thuộc kỹ sư dữ liệu streaming.,Dữ liệu mô hình học máy,Sai: Mô hình học máy thuộc nhà khoa học dữ liệu.,B,section_1.4.csv
155,Marketing Analyst cần kỹ năng nào?,Phân tích hiệu quả chi phí quảng cáo,"Đúng: Marketing Analyst phân tích ROAS, CPA để tối ưu chiến dịch marketing.",Thiết kế hệ thống ETL/ELT,Sai: Thiết kế ETL/ELT thuộc kỹ sư dữ liệu.,Xây dựng mô hình deep learning,Sai: Deep learning thuộc nhà khoa học dữ liệu.,Quản lý hạ tầng đám mây,Sai: Quản lý đám mây thuộc kỹ sư dữ liệu.,B,section_1.4.csv
156,Financial Data Analyst chịu trách nhiệm gì?,Dự báo tài chính và phân tích báo cáo,"Đúng: Financial Data Analyst phân tích dòng tiền, báo cáo tài chính, và dự báo.",Xây dựng pipeline dữ liệu,Sai: Xây dựng pipeline thuộc kỹ sư dữ liệu.,Triển khai mô hình học máy,Sai: Triển khai mô hình thuộc kỹ sư học máy.,Trực quan hóa hành vi người dùng,Sai: Hành vi người dùng thuộc Product Analyst.,A,section_1.4.csv
157,Operations Analyst tối ưu hóa điều gì?,Quy trình vận hành và chuỗi cung ứng,"Đúng: Operations Analyst phân tích logistics, sản xuất để tối ưu hiệu suất.",Mô hình học máy,Sai: Mô hình học máy thuộc nhà khoa học dữ liệu.,Hạ tầng dữ liệu,Sai: Hạ tầng dữ liệu thuộc kỹ sư dữ liệu.,Chiến dịch marketing,Sai: Marketing thuộc Marketing Analyst.,A,section_1.4.csv
158,Nhà phân tích dữ liệu cần kỹ năng gì để truyền đạt kết quả?,Kể chuyện bằng dữ liệu (data storytelling),Đúng: Data storytelling giúp truyền đạt kết quả phân tích dễ hiểu và thuyết phục.,Thiết kế pipeline dữ liệu,Sai: Thiết kế pipeline thuộc kỹ sư dữ liệu.,Xây dựng mô hình deep learning,Sai: Deep learning thuộc nhà khoa học dữ liệu.,Quản lý hạ tầng đám mây,Sai: Quản lý đám mây thuộc kỹ sư dữ liệu.,B,section_1.4.csv
159,Nhà phân tích dữ liệu sử dụng kỹ thuật nào để phân tích?,Phân tích thống kê mô tả và hồi quy,Đúng: Thống kê mô tả và hồi quy là các kỹ thuật cốt lõi của phân tích dữ liệu.,Thiết kế hệ thống ETL/ELT,Sai: Thiết kế ETL/ELT thuộc kỹ sư dữ liệu.,Triển khai mô hình học máy,Sai: Triển khai mô hình thuộc kỹ sư học máy.,Quản lý hạ tầng dữ liệu,Sai: Quản lý hạ tầng thuộc kỹ sư dữ liệu.,B,section_1.4.csv
160,Nhà khoa học dữ liệu có vai trò gì?,Xây dựng và duy trì hạ tầng dữ liệu,Sai: Xây dựng hạ tầng thuộc kỹ sư dữ liệu.,Xây dựng mô hình dự đoán và phân tích sâu,Đúng: Nhà khoa học dữ liệu tạo mô hình học máy và khám phá mối quan hệ ẩn.,Trực quan hóa dữ liệu,Sai: Trực quan hóa thuộc nhà phân tích dữ liệu.,Quản lý pipeline dữ liệu,Sai: Quản lý pipeline thuộc kỹ sư dữ liệu.,B,section_1.4.csv
161,Kỹ năng nào cần thiết cho nhà khoa học dữ liệu?,Học máy và thống kê suy luận,"Đúng: Nhà khoa học dữ liệu cần học máy (hồi quy, phân loại) và thống kê suy luận.",Thiết kế hệ thống ETL/ELT,Sai: Thiết kế ETL/ELT thuộc kỹ sư dữ liệu.,Quản lý hạ tầng đám mây,Sai: Quản lý đám mây thuộc kỹ sư dữ liệu.,Thiết kế giao diện người dùng,Sai: Thiết kế giao diện không liên quan đến nhà khoa học dữ liệu.,A,section_1.4.csv
162,Nhà khoa học dữ liệu sử dụng công cụ nào?,Python và Scikit-learn,Đúng: Python với Scikit-learn là công cụ phổ biến cho học máy và phân tích.,Tableau và Power BI,"Sai: Tableau và Power BI dùng cho trực quan hóa, không phải học máy.",Apache Airflow,"Sai: Airflow dùng để quản lý pipeline, không phải học máy.",Excel và Google Sheets,Sai: Excel và Google Sheets ít dùng cho học máy phức tạp.,A,section_1.4.csv
163,Nhà khoa học dữ liệu tham gia vào bước nào của chu trình dữ liệu?,Toàn bộ chu trình từ thu thập đến triển khai,"Đúng: Nhà khoa học dữ liệu tham gia từ thu thập, xử lý, phân tích đến triển khai mô hình.",Chỉ thu thập dữ liệu,Sai: Thu thập dữ liệu chủ yếu thuộc kỹ sư dữ liệu.,Chỉ trực quan hóa dữ liệu,Sai: Trực quan hóa thuộc nhà phân tích dữ liệu.,Chỉ thiết kế hạ tầng,Sai: Thiết kế hạ tầng thuộc kỹ sư dữ liệu.,B,section_1.4.csv
164,Nhà khoa học dữ liệu cần kỹ năng gì để truyền đạt kết quả?,Kể chuyện bằng dữ liệu,Đúng: Kể chuyện bằng dữ liệu giúp giải thích mô hình cho người không chuyên.,Thiết kế pipeline dữ liệu,Sai: Thiết kế pipeline thuộc kỹ sư dữ liệu.,Quản lý hạ tầng đám mây,Sai: Quản lý đám mây thuộc kỹ sư dữ liệu.,Thiết kế giao diện dashboard,Sai: Thiết kế dashboard thuộc nhà phân tích dữ liệu.,B,section_1.4.csv
165,Lộ trình nghề nghiệp của nhà khoa học dữ liệu bắt đầu từ đâu?,Junior Data Scientist,Đúng: Junior Data Scientist là bước khởi đầu trong lộ trình nghề nghiệp.,Data Platform Engineer,Sai: Data Platform Engineer thuộc kỹ thuật dữ liệu.,Business Data Analyst,Sai: Business Data Analyst thuộc phân tích dữ liệu.,MLOps Engineer,Sai: MLOps Engineer thuộc kỹ sư học máy.,A,section_1.4.csv
166,Nhà khoa học dữ liệu sử dụng kỹ thuật nào?,Phân loại và phân cụm,Đúng: Phân loại (học có giám sát) và phân cụm (học không giám sát) là kỹ thuật học máy.,Thiết kế hệ thống ETL/ELT,Sai: Thiết kế ETL/ELT thuộc kỹ sư dữ liệu.,Quản lý pipeline dữ liệu,Sai: Quản lý pipeline thuộc kỹ sư dữ liệu.,Trực quan hóa báo cáo,Sai: Trực quan hóa thuộc nhà phân tích dữ liệu.,A,section_1.4.csv
167,Nhà khoa học dữ liệu khác với nhà phân tích dữ liệu ở điểm nào?,Tập trung vào xây dựng mô hình dự đoán,Đ,,,,,,,,section_1.4.csv
